source_row_number,timestamp,parameter,rule_id,quality_dimension,severity,original_value,action_taken,reason
27,2025-01-02T01:00:00+07:00,river_ec_us_cm,sudden_jump_candidate,consistency,warning,1112.8,flag_only_for_anomaly_review,Absolute one-hour change 462.800 exceeds robust data-driven threshold 368.200; it may be sensor or process variation.
32,2025-01-02T06:00:00+07:00,river_ec_us_cm,sudden_jump_candidate,consistency,warning,521.5,flag_only_for_anomaly_review,Absolute one-hour change 623.100 exceeds robust data-driven threshold 368.200; it may be sensor or process variation.
